lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
earn	earn	“box of professional chocolates”   so what is to become of my professional life?… i am faced with this question and i am filled with uncertainty of forrest gump eager to see what’s inside that box of chocolates… in other words, i don’t have the slightest idea… that is why, i guess, i am in this sort of a stump… i am slowly rotting away in the uncertainty of things…  i have written in my journal - “i have been so blessed in life that i don’t have any reason to complain” - not so long ago… and i genuinely felt it… it wasn’t just some beautiful phrase that i felt i had to write down to contrast my whining… i actually believed it… and i still do… it’s just that i have so much time in the world now to do things to earn my keep but alas, work is hard to come by… i’ve had phases like this in the past but it didn’t drag for as long as it does now… maybe because there really wasn’t much urgency at that time… after all, i was working for only myself and it really didn’t matter much as i always had the liberty - and the gall - to come running to my parents for help… but now it’s different: i am in a relationship that i truly cherish - and somehow it requires vast reserves… both emotionally and financially… i don’t actually have a problem with the former… it’s the financial part that is kinda shaky… and the sense of urgency, i suspect, comes from the fact that i would really want to be with him and again, it requires a lot of things… it’s hard to maintain a relationship with all its usual trappings… let alone when you have money issues… it’s not much of a money issue as an obsessive-compulsive issue on my end… everybody knows that i want everything to be perfect, especially with regards to things that really matter to me… things are kinda looking up with this school tour project… it should be big - 50 schools!… but it still could dissipate… we are moving, god, i am moving… but we still have to see those initials on the c.e… well, i hope it happens… otherwise, i’d be showing up at livewire not looking like a million bucks and begging for work…	35370	0	168	('“', 'box', 'of', 'professional', 'chocolates', '”', '  ', 'so', 'what', 'is', 'to', 'become', 'of', 'my', 'professional', 'life', '?', '…', 'i', 'am', 'faced', 'with', 'this', 'question', 'and', 'i', 'am', 'filled', 'with', 'uncertainty', 'of', 'forrest', 'gump', 'eager', 'to', 'see', 'what', '’s', 'inside', 'that', 'box', 'of', 'chocolates', '…', 'in', 'other', 'words', ',', 'i', 'do', 'n’t', 'have', 'the', 'slightest', 'idea', '…', 'that', 'is', 'why', ',', 'i', 'guess', ',', 'i', 'am', 'in', 'this', 'sort', 'of', 'a', 'stump', '…', 'i', 'am', 'slowly', 'rotting', 'away', 'in', 'the', 'uncertainty', 'of', 'things', '…', ' ', 'i', 'have', 'written', 'in', 'my', 'journal', '-', '“', 'i', 'have', 'been', 'so', 'blessed', 'in', 'life', 'that', 'i', 'do', 'n’t', 'have', 'any', 'reason', 'to', 'complain', '”', '-', 'not', 'so', 'long', 'ago', '…', 'and', 'i', 'genuinely', 'felt', 'it', '…', 'it', 'was', 'n’t', 'just', 'some', 'beautiful', 'phrase', 'that', 'i', 'felt', 'i', 'had', 'to', 'write', 'down', 'to', 'contrast', 'my', 'whining', '…', 'i', 'actually', 'believed', 'it', '…', 'and', 'i', 'still', 'do', '…', 'it', '’s', 'just', 'that', 'i', 'have', 'so', 'much', 'time', 'in', 'the', 'world', 'now', 'to', 'do', 'things', 'to', 'earn', 'my', 'keep', 'but', 'alas', ',', 'work', 'is', 'hard', 'to', 'come', 'by', '…', 'i', '’ve', 'had', 'phases', 'like', 'this', 'in', 'the', 'past', 'but', 'it', 'did', 'n’t', 'drag', 'for', 'as', 'long', 'as', 'it', 'does', 'now', '…', 'maybe', 'because', 'there', 'really', 'was', 'n’t', 'much', 'urgency', 'at', 'that', 'time', '…', 'after', 'all', ',', 'i', 'was', 'working', 'for', 'only', 'myself', 'and', 'it', 'really', 'did', 'n’t', 'matter', 'much', 'as', 'i', 'always', 'had', 'the', 'liberty', '-', 'and', 'the', 'gall', '-', 'to', 'come', 'running', 'to', 'my', 'parents', 'for', 'help', '…', 'but', 'now', 'it', '’s', 'different', ':', 'i', 'am', 'in', 'a', 'relationship', 'that', 'i', 'truly', 'cherish', '-', 'and', 'somehow', 'it', 'requires', 'vast', 'reserves', '…', 'both', 'emotionally', 'and', 'financially', '…', 'i', 'do', 'n’t', 'actually', 'have', 'a', 'problem', 'with', 'the', 'former', '…', 'it', '’s', 'the', 'financial', 'part', 'that', 'is', 'kinda', 'shaky', '…', 'and', 'the', 'sense', 'of', 'urgency', ',', 'i', 'suspect', ',', 'comes', 'from', 'the', 'fact', 'that', 'i', 'would', 'really', 'want', 'to', 'be', 'with', 'him', 'and', 'again', ',', 'it', 'requires', 'a', 'lot', 'of', 'things', '…', 'it', '’s', 'hard', 'to', 'maintain', 'a', 'relationship', 'with', 'all', 'its', 'usual', 'trappings', '…', 'let', 'alone', 'when', 'you', 'have', 'money', 'issues', '…', 'it', '’s', 'not', 'much', 'of', 'a', 'money', 'issue', 'as', 'an', 'obsessive', '-', 'compulsive', 'issue', 'on', 'my', 'end', '…', 'everybody', 'knows', 'that', 'i', 'want', 'everything', 'to', 'be', 'perfect', ',', 'especially', 'with', 'regards', 'to', 'things', 'that', 'really', 'matter', 'to', 'me', '…', 'things', 'are', 'kinda', 'looking', 'up', 'with', 'this', 'school', 'tour', 'project', '…', 'it', 'should', 'be', 'big', '-', '50', 'schools', '!', '…', 'but', 'it', 'still', 'could', 'dissipate', '…', 'we', 'are', 'moving', ',', 'god', ',', 'i', 'am', 'moving', '…', 'but', 'we', 'still', 'have', 'to', 'see', 'those', 'initials', 'on', 'the', 'c.e', '…', 'well', ',', 'i', 'hope', 'it', 'happens', '…', 'otherwise', ',', 'i', '’d', 'be', 'showing', 'up', 'at', 'livewire', 'not', 'looking', 'like', 'a', 'million', 'bucks', 'and', 'begging', 'for', 'work', '…')	False
eat	eat	The japanese eat very little fat and suffer fewer heart attacks than the british or americans.	30926	3	2	('The', 'japanese', 'eat', 'very', 'little', 'fat', 'and', 'suffer', 'fewer', 'heart', 'attacks', 'than', 'the', 'british', 'or', 'americans', '.')	False
earn	earn	To earn their trust is true honour, to earn a woman's trust, complete and utterly, is no easy feat given our capacity for memory.	22239	18	1	"('To', 'earn', 'their', 'trust', 'is', 'true', 'honour', ',', 'to', 'earn', 'a', 'woman', ""'s"", 'trust', ',', 'complete', 'and', 'utterly', ',', 'is', 'no', 'easy', 'feat', 'given', 'our', 'capacity', 'for', 'memory', '.')"	False
earn	earned	the trip has been swell,..lots of new stuffs earned,.. slaughtered 29 chickens and a goat,...haa,..massacre @ hainan..	14070	1	10	('the', 'trip', 'has', 'been', 'swell,', '..', 'lots', 'of', 'new', 'stuffs', 'earned', ',', '..', 'slaughtered', '29', 'chickens', 'and', 'a', 'goat,', '...', 'haa,', '..', 'massacre', '@', 'hainan', '..')	False
eat	ate	I drove down to springfield, picked up a replacement drum hoop from guitar center, tried out guitar pedals, came back, waited at home, called a couple people that never call me back with the hope that they'd either pick up or get the message (none picked up, and i guess none will call back, again), set up the guitar stand i bought, went back to church and put the pa system away, ate out with the pastors from the presbytery, picked up a friend that needed a ride somewhere, went online until 4 am.	24998	7	85	"('I', 'drove', 'down', 'to', 'springfield', ',', 'picked', 'up', 'a', 'replacement', 'drum', 'hoop', 'from', 'guitar', 'center', ',', 'tried', 'out', 'guitar', 'pedals', ',', 'came', 'back', ',', 'waited', 'at', 'home', ',', 'called', 'a', 'couple', 'people', 'that', 'never', 'call', 'me', 'back', 'with', 'the', 'hope', 'that', 'they', ""'d"", 'either', 'pick', 'up', 'or', 'get', 'the', 'message', '(', 'none', 'picked', 'up', ',', 'and', 'i', 'guess', 'none', 'will', 'call', 'back', ',', 'again', ')', ',', 'set', 'up', 'the', 'guitar', 'stand', 'i', 'bought', ',', 'went', 'back', 'to', 'church', 'and', 'put', 'the', 'pa', 'system', 'away', ',', 'ate', 'out', 'with', 'the', 'pastors', 'from', 'the', 'presbytery', ',', 'picked', 'up', 'a', 'friend', 'that', 'needed', 'a', 'ride', 'somewhere', ',', 'went', 'online', 'until', '4', 'am', '.')"	False
earn	earn	Upon receiving the flyer i transformed into a madwoman stumbling from room to room finding everything which could earn the title 'clutter'.	16706	7	18	"('Upon', 'receiving', 'the', 'flyer', 'i', 'transformed', 'into', 'a', 'madwoman', 'stumbling', 'from', 'room', 'to', 'room', 'finding', 'everything', 'which', 'could', 'earn', 'the', 'title', ""'"", 'clutter', ""'"", '.')"	False
earn	earn	There's this fund/investment management firm where i can transfer $$ from my bank account, earn interest through them, and transfer the $$ back anytime i want.	321	25	19	"('There', ""'s"", 'this', 'fund', '/', 'investment', 'management', 'firm', 'where', 'i', 'can', 'transfer', '$', '$', 'from', 'my', 'bank', 'account', ',', 'earn', 'interest', 'through', 'them', ',', 'and', 'transfer', 'the', '$', '$', 'back', 'anytime', 'i', 'want', '.')"	False
earn	earn	as another absi alumnae said, it is in absi where you can earn money the easiest way.	20675	5	13	('as', 'another', 'absi', 'alumnae', 'said', ',', 'it', 'is', 'in', 'absi', 'where', 'you', 'can', 'earn', 'money', 'the', 'easiest', 'way', '.')	False
earn	earning	I'm thinking the kids are earning the paycheck in those families.	4263	4	6	"('I', ""'m"", 'thinking', 'the', 'kids', 'are', 'earning', 'the', 'paycheck', 'in', 'those', 'families', '.')"	False
eat	eating	Oh!  going to chinatown and eating egg tarts with the lovely  urllink meredi .	34329	68	7	('Oh', '!', ' ', 'going', 'to', 'chinatown', 'and', 'eating', 'egg', 'tarts', 'with', 'the', 'lovely', ' ', 'urllink', 'meredi', '.')	False
earn	earned	We value jobs that pay you more not less than you earned before.	3629	234	11	('We', 'value', 'jobs', 'that', 'pay', 'you', 'more', 'not', 'less', 'than', 'you', 'earned', 'before', '.')	False
eat	eat	They wont go to waste my granny and my mom and dad will eat them.	21294	2	14	('They', 'wo', 'nt', 'go', 'to', 'waste', 'my', 'granny', 'and', 'my', 'mom', 'and', 'dad', 'will', 'eat', 'them', '.')	False
eat	eats	He sleeps standing, he eats standing, he even shits standing'.	30648	14	5	"('He', 'sleeps', 'standing', ',', 'he', 'eats', 'standing', ',', 'he', 'even', 'shits', 'standing', ""'"", '.')"	False
eat	eat	When women are depressed they either eat or go shopping.	36702	40	6	('When', 'women', 'are', 'depressed', 'they', 'either', 'eat', 'or', 'go', 'shopping', '.')	False
earn	earn	Anyway, maybe it'll earn a place on the current top 20 list.	33157	5	5	"('Anyway', ',', 'maybe', 'it', ""'ll"", 'earn', 'a', 'place', 'on', 'the', 'current', 'top', '20', 'list', '.')"	False
earn	earning	And being treated like a bimbo (no matter how smart or popular or rich or cool or handsome your boyfriend is) is no way of earning your respect, or your love for that matter.	36091	40	27	('And', 'being', 'treated', 'like', 'a', 'bimbo', '(', 'no', 'matter', 'how', 'smart', 'or', 'popular', 'or', 'rich', 'or', 'cool', 'or', 'handsome', 'your', 'boyfriend', 'is', ')', 'is', 'no', 'way', 'of', 'earning', 'your', 'respect', ',', 'or', 'your', 'love', 'for', 'that', 'matter', '.')	False
eat	eat	It amazes me that i can start a day in my own house, travel through 2 different states, celebrate/chill/eat in a third state and retrace my steps so i can crawl back into bed with my f at the end of day.	29840	4	24	('It', 'amazes', 'me', 'that', 'i', 'can', 'start', 'a', 'day', 'in', 'my', 'own', 'house', ',', 'travel', 'through', '2', 'different', 'states', ',', 'celebrate', '/', 'chill', '/', 'eat', 'in', 'a', 'third', 'state', 'and', 'retrace', 'my', 'steps', 'so', 'i', 'can', 'crawl', 'back', 'into', 'bed', 'with', 'my', 'f', 'at', 'the', 'end', 'of', 'day', '.')	False
earn	earn	4)  why are you only asking me?  5) why arent you doing a dance to earn my money?	33503	6	21	('4', ')', ' ', 'why', 'are', 'you', 'only', 'asking', 'me', '?', ' ', '5', ')', 'why', 'are', 'nt', 'you', 'doing', 'a', 'dance', 'to', 'earn', 'my', 'money', '?')	False
earn	earning	We are now hard-working, income-earning adults who need that stress release at the end of the week.	21144	21	9	('We', 'are', 'now', 'hard', '-', 'working', ',', 'income', '-', 'earning', 'adults', 'who', 'need', 'that', 'stress', 'release', 'at', 'the', 'end', 'of', 'the', 'week', '.')	False
eat	eat	Everytime i eat anything now i think of shelly and her telling me how many carbs are probably in it.	33433	0	2	('Everytime', 'i', 'eat', 'anything', 'now', 'i', 'think', 'of', 'shelly', 'and', 'her', 'telling', 'me', 'how', 'many', 'carbs', 'are', 'probably', 'in', 'it', '.')	False
eat	eating	After eating, i was tired of sitting in front of the tv, so i decided to head down to the beehive with  gravity's rainbow  in hand.	36171	30	1	"('After', 'eating', ',', 'i', 'was', 'tired', 'of', 'sitting', 'in', 'front', 'of', 'the', 'tv', ',', 'so', 'i', 'decided', 'to', 'head', 'down', 'to', 'the', 'beehive', 'with', ' ', 'gravity', ""'s"", 'rainbow', ' ', 'in', 'hand', '.')"	False
eat	ate	After that we came back home and ate.	8526	17	7	('After', 'that', 'we', 'came', 'back', 'home', 'and', 'ate', '.')	False
earn	earned	Of course i knew the movie sucked and i shouldn't be spending $3.99 of my father's hard earned money to rent it, but i couldn't resist, i had to do it.	33255	18	20	"('Of', 'course', 'i', 'knew', 'the', 'movie', 'sucked', 'and', 'i', 'should', ""n't"", 'be', 'spending', '$', '3.99', 'of', 'my', 'father', ""'s"", 'hard', 'earned', 'money', 'to', 'rent', 'it', ',', 'but', 'i', 'could', ""n't"", 'resist', ',', 'i', 'had', 'to', 'do', 'it', '.')"	False
eat	ate	We got some buns frm there and ate along the way to the bus stop.	21856	57	7	('We', 'got', 'some', 'buns', 'frm', 'there', 'and', 'ate', 'along', 'the', 'way', 'to', 'the', 'bus', 'stop', '.')	False
eat	eat	But back to my point i made last post, isn't he scary looking, i mean there's just something wrong with him, that's why you never see him holding babies, the mothers are afraid he'd eat them or something.	17869	46	42	"('But', 'back', 'to', 'my', 'point', 'i', 'made', 'last', 'post', ',', 'is', ""n't"", 'he', 'scary', 'looking', ',', 'i', 'mean', 'there', ""'s"", 'just', 'something', 'wrong', 'with', 'him', ',', 'that', ""'s"", 'why', 'you', 'never', 'see', 'him', 'holding', 'babies', ',', 'the', 'mothers', 'are', 'afraid', 'he', ""'d"", 'eat', 'them', 'or', 'something', '.')"	False
eat	eat	thats why vomitted when ate it..die la..fri and sat vomit..den yest and today diarrhoea..really can die one lor..i dun wanna be admitted to hospital..and i dun like to see doc..so i slowly lor..eat little by little..  after lesson, i went to buy chips ahoy..must eat mah..den when i reached tampines, i bought chicken flavor twisties..	124	9	66	('that', 's', 'why', 'vomitted', 'when', 'ate', 'it', '..', 'die', 'la', '..', 'fri', 'and', 'sat', 'vomit', '..', 'den', 'yest', 'and', 'today', 'diarrhoea', '..', 'really', 'can', 'die', 'one', 'lor', '..', 'i', 'dun', 'wanna', 'be', 'admitted', 'to', 'hospital', '..', 'and', 'i', 'dun', 'like', 'to', 'see', 'doc', '..', 'so', 'i', 'slowly', 'lor', '..', 'eat', 'little', 'by', 'little', '..', ' ', 'after', 'lesson', ',', 'i', 'went', 'to', 'buy', 'chips', 'ahoy', '..', 'must', 'eat', 'mah', '..', 'den', 'when', 'i', 'reached', 'tampines', ',', 'i', 'bought', 'chicken', 'flavor', 'twisties', '..')	False
earn	earned	It does not affect experience earned from quest rewards or other experience rewards in the game (such as future pvp experience rewards).	11784	2	5	('It', 'does', 'not', 'affect', 'experience', 'earned', 'from', 'quest', 'rewards', 'or', 'other', 'experience', 'rewards', 'in', 'the', 'game', '(', 'such', 'as', 'future', 'pvp', 'experience', 'rewards', ')', '.')	False
eat	ate	ate alort todae.	19077	27	0	('ate', 'alort', 'todae', '.')	False
earn	earned	i  earned  this shot of vodka.	20458	8	2	('i', ' ', 'earned', ' ', 'this', 'shot', 'of', 'vodka', '.')	False
earn	earn	Khorkina has to realize that even though she is a sentimental favorite in the sport, it's not going to earn her medals.	993	31	21	"('Khorkina', 'has', 'to', 'realize', 'that', 'even', 'though', 'she', 'is', 'a', 'sentimental', 'favorite', 'in', 'the', 'sport', ',', 'it', ""'s"", 'not', 'going', 'to', 'earn', 'her', 'medals', '.')"	False
earn	earn	I can earn up to $400 on a  saturday night: up to half my weekly income in 12 hours.	30637	5	2	('I', 'can', 'earn', 'up', 'to', '$', '400', 'on', 'a', ' ', 'saturday', 'night', ':', 'up', 'to', 'half', 'my', 'weekly', 'income', 'in', '12', 'hours', '.')	False
earn	earn	It's no wonder democrats weren't interested in liberating afghanistan and iraq from woman-hating islamicist fanatics: they think real oppression of women consists of people calling teresa 'opinionated' right here in the usa.how did teresa 'earn' the right to be opinionated again?	27500	19	42	"('It', ""'s"", 'no', 'wonder', 'democrats', 'were', ""n't"", 'interested', 'in', 'liberating', 'afghanistan', 'and', 'iraq', 'from', 'woman', '-', 'hating', 'islamicist', 'fanatics', ':', 'they', 'think', 'real', 'oppression', 'of', 'women', 'consists', 'of', 'people', 'calling', 'teresa', ""'"", 'opinionated', ""'"", 'right', 'here', 'in', 'the', 'usa.how', 'did', 'teresa', ""'"", 'earn', ""'"", 'the', 'right', 'to', 'be', 'opinionated', 'again', '?')"	False
earn	earned	So, he's earned another year of dutiful service out of me ;)  happy diva day!	4355	5	4	"('So', ',', 'he', ""'s"", 'earned', 'another', 'year', 'of', 'dutiful', 'service', 'out', 'of', 'me', ';)', ' ', 'happy', 'diva', 'day', '!')"	False
earn	earn	For six years he worked as hard as he could to earn back the family homestead.	12686	55	11	('For', 'six', 'years', 'he', 'worked', 'as', 'hard', 'as', 'he', 'could', 'to', 'earn', 'back', 'the', 'family', 'homestead', '.')	False
earn	earn	Was planning to put aside $$ each week, earn interest, and have $$ at the end of the semester to fly back home for hols.	319	16	10	('Was', 'planning', 'to', 'put', 'aside', '$', '$', 'each', 'week', ',', 'earn', 'interest', ',', 'and', 'have', '$', '$', 'at', 'the', 'end', 'of', 'the', 'semester', 'to', 'fly', 'back', 'home', 'for', 'hols', '.')	False
eat	eat	I waited a really long time last night to eat because it was my birthday and there was birthday stuff going on but seriously, not feeling quite right.	29254	5	9	('I', 'waited', 'a', 'really', 'long', 'time', 'last', 'night', 'to', 'eat', 'because', 'it', 'was', 'my', 'birthday', 'and', 'there', 'was', 'birthday', 'stuff', 'going', 'on', 'but', 'seriously', ',', 'not', 'feeling', 'quite', 'right', '.')	False
earn	earn	Haha, i'm hoping to earn at least $100 after euro 04 is over.	21868	15	6	"('Haha', ',', 'i', ""'m"", 'hoping', 'to', 'earn', 'at', 'least', '$', '100', 'after', 'euro', '04', 'is', 'over', '.')"	False
earn	earn	For years internet companies were competing fiercely against each other to earn the coveted home page slot on personal pc.	38025	0	11	('For', 'years', 'internet', 'companies', 'were', 'competing', 'fiercely', 'against', 'each', 'other', 'to', 'earn', 'the', 'coveted', 'home', 'page', 'slot', 'on', 'personal', 'pc', '.')	False
earn	earn	Now my heart's desire is to know you more, to be found in you, and be known as yours, to possess by faith, what i oculd not earn, all surpassing gift of righteousness.	34690	28	32	"('Now', 'my', 'heart', ""'s"", 'desire', 'is', 'to', 'know', 'you', 'more', ',', 'to', 'be', 'found', 'in', 'you', ',', 'and', 'be', 'known', 'as', 'yours', ',', 'to', 'possess', 'by', 'faith', ',', 'what', 'i', 'oculd', 'not', 'earn', ',', 'all', 'surpassing', 'gift', 'of', 'righteousness', '.')"	False
