lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	randomized indices	randomized tokenized sentence	randomized token index	is_randomized
eat	eat	it kind of like every unusual thing we eat 'tastes like chicken'.	23111	3	8	"('it', 'kind', 'of', 'like', 'every', 'unusual', 'thing', 'we', 'eat', ""'"", 'tastes', 'like', 'chicken', ""'"", '.')"				False
eat	eat	six hours really isn't all that long to go without food or drink, but i didn't have a chance to eat while at work, so i haven't actually eaten in 13 hours and i haven't had anything to drink in 8.	36229	18	23	"('six', 'hours', 'really', 'is', ""n't"", 'all', 'that', 'long', 'to', 'go', 'without', 'food', 'or', 'drink', ',', 'but', 'i', 'did', ""n't"", 'have', 'a', 'chance', 'to', 'eat', 'while', 'at', 'work', ',', 'so', 'i', 'have', ""n't"", 'actually', 'eaten', 'in', '13', 'hours', 'and', 'i', 'have', ""n't"", 'had', 'anything', 'to', 'drink', 'in', '8', '.')"				False
eat	ate	I went to clark with sarah and sal and ate.	20909	49	9	('I', 'went', 'to', 'clark', 'with', 'sarah', 'and', 'sal', 'and', 'ate', '.')				False
eat	ate	It was pretty cool cause we ate watermelon and it was good.	33250	4	6	('It', 'was', 'pretty', 'cool', 'cause', 'we', 'ate', 'watermelon', 'and', 'it', 'was', 'good', '.')				False
eat	eat	I was finally able to eat with out being sick.	13412	7	5	('I', 'was', 'finally', 'able', 'to', 'eat', 'with', 'out', 'being', 'sick', '.')				False
eat	eat	There are a very small number of people who don't use them, of course - people living in the mountains who think toilets have transmitters in them so the cia will know what you eat, and people who, for medical reasons, go in a bag they carry around with them.	15374	3	36	"('There', 'are', 'a', 'very', 'small', 'number', 'of', 'people', 'who', 'do', ""n't"", 'use', 'them', ',', 'of', 'course', '-', 'people', 'living', 'in', 'the', 'mountains', 'who', 'think', 'toilets', 'have', 'transmitters', 'in', 'them', 'so', 'the', 'cia', 'will', 'know', 'what', 'you', 'eat', ',', 'and', 'people', 'who', ',', 'for', 'medical', 'reasons', ',', 'go', 'in', 'a', 'bag', 'they', 'carry', 'around', 'with', 'them', '.')"				False
eat	eat	The night in old san antonio event, which runs four days in the city’s la villita and is another major fiesta draw, allows its thousands upon thousands of annual attendees a chance to eat and drink with abandon.	6107	41	36	('The', 'night', 'in', 'old', 'san', 'antonio', 'event', ',', 'which', 'runs', 'four', 'days', 'in', 'the', 'city', '’s', 'la', 'villita', 'and', 'is', 'another', 'major', 'fiesta', 'draw', ',', 'allows', 'its', 'thousands', 'upon', 'thousands', 'of', 'annual', 'attendees', 'a', 'chance', 'to', 'eat', 'and', 'drink', 'with', 'abandon', '.')				False
eat	ate	afterwards we went to fisherman's wharf and ate a late lunch/early dinner.	37027	31	8	"('afterwards', 'we', 'went', 'to', 'fisherman', ""'s"", 'wharf', 'and', 'ate', 'a', 'late', 'lunch', '/', 'early', 'dinner', '.')"				False
eat	eating	I have crazy, loud aunties who cackle when they laugh, who have  bastos  (dirty) senses of humor; my uncles all kick it in the backyard, next to the barbecue grill, smoking too many cigarettes, drinking beer and hennessey while eating  pulutan  (snacks); most of my younger cousins are girls and theyre all so hot, im jealous.	4072	60	49	('I', 'have', 'crazy', ',', 'loud', 'aunties', 'who', 'cackle', 'when', 'they', 'laugh', ',', 'who', 'have', ' ', 'bastos', ' ', '(', 'dirty', ')', 'senses', 'of', 'humor', ';', 'my', 'uncles', 'all', 'kick', 'it', 'in', 'the', 'backyard', ',', 'next', 'to', 'the', 'barbecue', 'grill', ',', 'smoking', 'too', 'many', 'cigarettes', ',', 'drinking', 'beer', 'and', 'hennessey', 'while', 'eating', ' ', 'pulutan', ' ', '(', 'snacks', ')', ';', 'most', 'of', 'my', 'younger', 'cousins', 'are', 'girls', 'and', 'they', 're', 'all', 'so', 'hot', ',', 'i', 'm', 'jealous', '.')				False
eat	eating	It seems that the main idea behind it is eating whatever you want - chicken, steaks, a bowl of animal fat - as long as you avoid the carbohydrates.	10261	2	9	('It', 'seems', 'that', 'the', 'main', 'idea', 'behind', 'it', 'is', 'eating', 'whatever', 'you', 'want', '-', 'chicken', ',', 'steaks', ',', 'a', 'bowl', 'of', 'animal', 'fat', '-', 'as', 'long', 'as', 'you', 'avoid', 'the', 'carbohydrates', '.')				False
eat	eating	At this  urllink site , people anonymously confess things they've done, said or thought that have been eating away at their consciences.	11870	4	20	"('At', 'this', ' ', 'urllink', 'site', ',', 'people', 'anonymously', 'confess', 'things', 'they', ""'ve"", 'done', ',', 'said', 'or', 'thought', 'that', 'have', 'been', 'eating', 'away', 'at', 'their', 'consciences', '.')"				False
eat	eating	but i will be eating three meals from now on and implementing daily exercise.	29273	7	4	('but', 'i', 'will', 'be', 'eating', 'three', 'meals', 'from', 'now', 'on', 'and', 'implementing', 'daily', 'exercise', '.')				False
eat	eat	You can go play something outside until it gets dark, then you can come inside, eat dinner, take a shower or whatever, and it's already time to go to sleep!	4011	13	17	"('You', 'can', 'go', 'play', 'something', 'outside', 'until', 'it', 'gets', 'dark', ',', 'then', 'you', 'can', 'come', 'inside', ',', 'eat', 'dinner', ',', 'take', 'a', 'shower', 'or', 'whatever', ',', 'and', 'it', ""'s"", 'already', 'time', 'to', 'go', 'to', 'sleep', '!')"				False
eat	eating	Even not eating or eating too much makes no difference since my medication determines my weight.	22600	15	2	('Even', 'not', 'eating', 'or', 'eating', 'too', 'much', 'makes', 'no', 'difference', 'since', 'my', 'medication', 'determines', 'my', 'weight', '.')				False
eat	eating	Djs, thank you for eating the rest of the sausages...and taking them down.	6899	0	5	('Djs', ',', 'thank', 'you', 'for', 'eating', 'the', 'rest', 'of', 'the', 'sausages', '...', 'and', 'taking', 'them', 'down', '.')				False
eat	eating	Wrapping presents under the christmas tree while eating cookies  and drinking milk.	18513	771	7	('Wrapping', 'presents', 'under', 'the', 'christmas', 'tree', 'while', 'eating', 'cookies', ' ', 'and', 'drinking', 'milk', '.')				False
eat	eat	It seems that the bible answers by saying, 'fear god, and keep his commandments,' as well as, 'to do the will of my father is the bread i eat.'	25077	6	35	"('It', 'seems', 'that', 'the', 'bible', 'answers', 'by', 'saying', ',', ""'"", 'fear', 'god', ',', 'and', 'keep', 'his', 'commandments', ',', ""'"", 'as', 'well', 'as', ',', ""'"", 'to', 'do', 'the', 'will', 'of', 'my', 'father', 'is', 'the', 'bread', 'i', 'eat', '.', ""'"")"				False
eat	eating	For a guy that hates cooking alone, and generally would only run (as a west virginian friend would say) 'if a psychopath with a knife was chasing me,' this has generally resulted in me eating very little or not at all, out of forgetfulness.	22636	15	40	"('For', 'a', 'guy', 'that', 'hates', 'cooking', 'alone', ',', 'and', 'generally', 'would', 'only', 'run', '(', 'as', 'a', 'west', 'virginian', 'friend', 'would', 'say', ')', ""'"", 'if', 'a', 'psychopath', 'with', 'a', 'knife', 'was', 'chasing', 'me', ',', ""'"", 'this', 'has', 'generally', 'resulted', 'in', 'me', 'eating', 'very', 'little', 'or', 'not', 'at', 'all', ',', 'out', 'of', 'forgetfulness', '.')"				False
eat	eating	the need for human flesh and blood...and now there's no way back.....suicide just doesn't work....eating other people makes you stronger.....strong enough not to die...and now i have to live with this....without having the strength to control myself..to end this up....because it moves me...it controls me...	1237	78	22	"('the', 'need', 'for', 'human', 'flesh', 'and', 'blood', '...', 'and', 'now', 'there', ""'s"", 'no', 'way', 'back', '.....', 'suicide', 'just', 'does', ""n't"", 'work', '....', 'eating', 'other', 'people', 'makes', 'you', 'stronger', '.....', 'strong', 'enough', 'not', 'to', 'die', '...', 'and', 'now', 'i', 'have', 'to', 'live', 'with', 'this', '....', 'without', 'having', 'the', 'strength', 'to', 'control', 'myself', '..', 'to', 'end', 'this', 'up', '....', 'because', 'it', 'moves', 'me', '...', 'it', 'controls', 'me', '...')"				False
eat	eat	About half way there, id stop, have a seat on the sidewalk, and eat my lunchbox leftovers.	7754	25	17	('About', 'half', 'way', 'there', ',', 'i', 'd', 'stop', ',', 'have', 'a', 'seat', 'on', 'the', 'sidewalk', ',', 'and', 'eat', 'my', 'lunchbox', 'leftovers', '.')				False
eat	ate	We saw some interesting stuff driving round in tuktuks, ate some good food, drank some beer and bought some xanex before it became prescription-only in the new year.	27336	4	10	('We', 'saw', 'some', 'interesting', 'stuff', 'driving', 'round', 'in', 'tuktuks', ',', 'ate', 'some', 'good', 'food', ',', 'drank', 'some', 'beer', 'and', 'bought', 'some', 'xanex', 'before', 'it', 'became', 'prescription', '-', 'only', 'in', 'the', 'new', 'year', '.')				False
eat	eat	Ever since starting to go to the gym (and quitting smoking) i've had an incredible urge to eat a shitload.	16281	4	20	"('Ever', 'since', 'starting', 'to', 'go', 'to', 'the', 'gym', '(', 'and', 'quitting', 'smoking', ')', 'i', ""'ve"", 'had', 'an', 'incredible', 'urge', 'to', 'eat', 'a', 'shitload', '.')"				False
eat	eat	I like to eat and drink.	34509	3	3	('I', 'like', 'to', 'eat', 'and', 'drink', '.')				False
eat	eat	i also duno why ask her to come..cos too late le..can't do anything much..so went fc4 to eat..she eat la..not me and mandy..after eat le den we from sp walk to clementi..went to mr bean to eat tang yuan..nice la..but fattening..got tangyuan, beancurd,soya milk and syrup..	121	5	50	"('i', 'also', 'duno', 'why', 'ask', 'her', 'to', 'come', '..', 'cos', 'too', 'late', 'le', '..', ""can't"", 'do', 'anything', 'much', '..', 'so', 'went', 'fc4', 'to', 'eat', '..', 'she', 'eat', 'la', '..', 'not', 'me', 'and', 'mandy', '..', 'after', 'eat', 'le', 'den', 'we', 'from', 'sp', 'walk', 'to', 'clementi', '..', 'went', 'to', 'mr', 'bean', 'to', 'eat', 'tang', 'yuan', '..', 'nice', 'la', '..', 'but', 'fattening', '..', 'got', 'tangyuan', ',', 'beancurd', ',', 'soya', 'milk', 'and', 'syrup', '..')"				False
eat	eat	What if alice was offended by the 'eat me' sign?	15247	0	8	"('What', 'if', 'alice', 'was', 'offended', 'by', 'the', ""'"", 'eat', 'me', ""'"", 'sign', '?')"				False
eat	eat	Now i will like to stay in my air conditioned house and eat lots of rocket pops.	19393	11	12	('Now', 'i', 'will', 'like', 'to', 'stay', 'in', 'my', 'air', 'conditioned', 'house', 'and', 'eat', 'lots', 'of', 'rocket', 'pops', '.')				False
eat	eat	It especially upsets me when my stepfather makes jeering comments or sounds ('oink oink') when i'm looking for something to eat or am doing  nothing .	9281	20	25	"('It', 'especially', 'upsets', 'me', 'when', 'my', 'stepfather', 'makes', 'jeering', 'comments', 'or', 'sounds', '(', ""'"", 'oink', 'oink', ""'"", ')', 'when', 'i', ""'m"", 'looking', 'for', 'something', 'to', 'eat', 'or', 'am', 'doing', ' ', 'nothing', '.')"				False
eat	eating	I ended up changing and eating with naomi and rebecca and zahir and kevin and megan and terra and hanna.	21011	52	5	('I', 'ended', 'up', 'changing', 'and', 'eating', 'with', 'naomi', 'and', 'rebecca', 'and', 'zahir', 'and', 'kevin', 'and', 'megan', 'and', 'terra', 'and', 'hanna', '.')				False
eat	eating	After enjoying the air, it felt unreal somehow to be on the ground again, doing normal things like eating and driving and using the phone.	33761	122	20	('After', 'enjoying', 'the', 'air', ',', 'it', 'felt', 'unreal', 'somehow', 'to', 'be', 'on', 'the', 'ground', 'again', ',', 'doing', 'normal', 'things', 'like', 'eating', 'and', 'driving', 'and', 'using', 'the', 'phone', '.')				False
eat	eat	don't eat, shit or sleep.	9055	21	2	"('do', ""n't"", 'eat', ',', 'shit', 'or', 'sleep', '.')"				False
eat	eat	I feel weak and i can barely force myself to eat breakfast, though i know it's necessary.	29394	7	10	"('I', 'feel', 'weak', 'and', 'i', 'can', 'barely', 'force', 'myself', 'to', 'eat', 'breakfast', ',', 'though', 'i', 'know', 'it', ""'s"", 'necessary', '.')"				False
eat	ate	So basically i ate way too much today, and way too many carbs i'm sure.	33433	10	3	"('So', 'basically', 'i', 'ate', 'way', 'too', 'much', 'today', ',', 'and', 'way', 'too', 'many', 'carbs', 'i', ""'m"", 'sure', '.')"				False
eat	ate	Okay, in case you don't already know, i went to the kelly clarkson & clay aiken concert last night with ate tin-tin, ate cyn and my sister.	15625	2	23	"('Okay', ',', 'in', 'case', 'you', 'do', ""n't"", 'already', 'know', ',', 'i', 'went', 'to', 'the', 'kelly', 'clarkson', '&', 'clay', 'aiken', 'concert', 'last', 'night', 'with', 'ate', 'tin', '-', 'tin', ',', 'ate', 'cyn', 'and', 'my', 'sister', '.')"				False
eat	ate	Then, while we were waiting for jonathan to drive back and pick me up, we ate at graders, this cute ice cream shop and talked more.	23243	60	17	('Then', ',', 'while', 'we', 'were', 'waiting', 'for', 'jonathan', 'to', 'drive', 'back', 'and', 'pick', 'me', 'up', ',', 'we', 'ate', 'at', 'graders', ',', 'this', 'cute', 'ice', 'cream', 'shop', 'and', 'talked', 'more', '.')				False
eat	eat	That's the most expensive its been... by a lot) and grab something quick to eat.	38610	4	17	"('That', ""'s"", 'the', 'most', 'expensive', 'its', 'been', '...', 'by', 'a', 'lot', ')', 'and', 'grab', 'something', 'quick', 'to', 'eat', '.')"				False
eat	ate	We went to fisherman's whart together that evening and ate crab ($14 for a the biggest one, but a little undercooked), then shared a banana split romantically in ghirardelli square, then off to half moon bay.	37587	3	10	"('We', 'went', 'to', 'fisherman', ""'s"", 'whart', 'together', 'that', 'evening', 'and', 'ate', 'crab', '(', '$', '14', 'for', 'a', 'the', 'biggest', 'one', ',', 'but', 'a', 'little', 'undercooked', ')', ',', 'then', 'shared', 'a', 'banana', 'split', 'romantically', 'in', 'ghirardelli', 'square', ',', 'then', 'off', 'to', 'half', 'moon', 'bay', '.')"				False
eat	eat	Give a man a fish and he will eat for a day.	12323	0	8	('Give', 'a', 'man', 'a', 'fish', 'and', 'he', 'will', 'eat', 'for', 'a', 'day', '.')				False
eat	Eat	Eat, sleep, poop, something like that?	994	5	0	('Eat', ',', 'sleep', ',', 'poop', ',', 'something', 'like', 'that', '?')				False
eat	eating	I am not an animal lover, i have no problems with eating meat, nor with eating meat from animals who spent their sad lives in a little cage.	30302	12	12	('I', 'am', 'not', 'an', 'animal', 'lover', ',', 'i', 'have', 'no', 'problems', 'with', 'eating', 'meat', ',', 'nor', 'with', 'eating', 'meat', 'from', 'animals', 'who', 'spent', 'their', 'sad', 'lives', 'in', 'a', 'little', 'cage', '.')				False
eat	ate	In her own words:  ' ate lengy, it's okay to feel.'	15575	10	7	"('In', 'her', 'own', 'words', ':', ' ', ""'"", 'ate', 'lengy', ',', 'it', ""'s"", 'okay', 'to', 'feel', '.', ""'"")"				False
eat	eat	All day long ive been trying not to eat it  not because i gave it up or anything, but because i eat entirely too much of it.	7018	1	9	('All', 'day', 'long', 'i', 've', 'been', 'trying', 'not', 'to', 'eat', 'it', ' ', 'not', 'because', 'i', 'gave', 'it', 'up', 'or', 'anything', ',', 'but', 'because', 'i', 'eat', 'entirely', 'too', 'much', 'of', 'it', '.')				False
eat	eat	Hamem invited me over to eat, since he was cooking dinner anyhow.	24271	3	5	('Hamem', 'invited', 'me', 'over', 'to', 'eat', ',', 'since', 'he', 'was', 'cooking', 'dinner', 'anyhow', '.')				False
eat	eat	It turns out that he was digging inside the trash cans for scraps of food to eat.	26366	24	16	('It', 'turns', 'out', 'that', 'he', 'was', 'digging', 'inside', 'the', 'trash', 'cans', 'for', 'scraps', 'of', 'food', 'to', 'eat', '.')				False
eat	eat	That is enjoy, eat, relax, and sleep.	33264	22	4	('That', 'is', 'enjoy', ',', 'eat', ',', 'relax', ',', 'and', 'sleep', '.')				False
eat	eat	I'll eat my words.	17934	99	2	"('I', ""'ll"", 'eat', 'my', 'words', '.')"				False
eat	eat	What to eat,  urllink what to eat ....	28788	15	2	('What', 'to', 'eat', ',', ' ', 'urllink', 'what', 'to', 'eat', '....')				False
eat	eat	Sprinkler system, elementary school, jimmy eat world, infinity.	21089	6	7	('Sprinkler', 'system', ',', 'elementary', 'school', ',', 'jimmy', 'eat', 'world', ',', 'infinity', '.')				False
eat	ate	We ate, thought about bingo, and then ended up playing some of the board games that greg keeps in his car.	16651	28	1	('We', 'ate', ',', 'thought', 'about', 'bingo', ',', 'and', 'then', 'ended', 'up', 'playing', 'some', 'of', 'the', 'board', 'games', 'that', 'greg', 'keeps', 'in', 'his', 'car', '.')				False
eat	eat	on the newlyweds, jessica simpson declared that she won't eat buffalo wings cuz she doesn't eat buffalo.	24025	6	11	"('on', 'the', 'newlyweds', ',', 'jessica', 'simpson', 'declared', 'that', 'she', 'wo', ""n't"", 'eat', 'buffalo', 'wings', 'cuz', 'she', 'does', ""n't"", 'eat', 'buffalo', '.')"				False
eat	eat	Me... eat... you.'	16945	28	2	"('Me', '...', 'eat', '...', 'you', '.', ""'"")"				False
eat	eat	Ok, it's been a week of this posting and it really does help me to think before i eat.	29282	0	20	"('Ok', ',', 'it', ""'s"", 'been', 'a', 'week', 'of', 'this', 'posting', 'and', 'it', 'really', 'does', 'help', 'me', 'to', 'think', 'before', 'i', 'eat', '.')"				False
