,lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,BERT tag,BERT replacements,entropy,%OPENCLASS,POS PREDICTIONS,ROBERTA REPLACEMENTS
228,great,great,0.0001398601398601,0.0243356643356643,1,We move to the outer room to great the guest of honor.,38344,10,7,"('We', 'move', 'to', 'the', 'outer', 'room', 'to', 'great', 'the', 'guest', 'of', 'honor', '.')",7150.0,VERB,"['greet', 'meet', 'find', 'welcome', 'see']",0.187491291730985,0.9947134112409572,VERB,"['meet', 'welcome', 'see', 'receive', 'celebrate']"
229,error,errors,0.0103806228373702,0.0138408304498269,3,"From all accounts, the Bush administration (and the Blair government, and the French, and the Germans, and the UN, etc.) committed Type I errors in their assesment of Iraq's WMD capability.",32285,15,31,"('From', 'all', 'accounts', ',', 'the', 'Bush', 'administration', '(', 'and', 'the', 'Blair', 'government', ',', 'and', 'the', 'French', ',', 'and', 'the', 'Germans', ',', 'and', 'the', 'UN', ',', 'etc', '.', ')', 'committed', 'Type', 'I', 'errors', 'in', 'their', 'assesment', 'of', 'Iraq', ""'s"", 'WMD', 'capability', '.')",289.0,VERB,"['violations', 'errors', 'attacks', 'mistakes', 'failures']",0.1883915341317403,1.0,NOUN,"['error', 'mistake', 'fraud', 'crimes', 'wrong']"
230,error,errors,0.0103806228373702,0.0138408304498269,3,"In Type I errors, the results offer a false positive--something that seems to be, really isn't.",32285,1,3,"('In', 'Type', 'I', 'errors', ',', 'the', 'results', 'offer', 'a', 'false', 'positive', '--', 'something', 'that', 'seems', 'to', 'be', ',', 'really', 'is', ""n't"", '.')",289.0,NOUN,"['testing', 'tests', 'Testing', 'diabetes', 'diagnosis']",0.1883915341317403,1.0,VERB,"['tests', 'testing', 'test', 'cases', 'analysis']"
231,error,errors,0.0103806228373702,0.0138408304498269,3,"As with the cancer tests, Type I errors cause problems, but they are far better than Type II errors.",32285,17,8,"('As', 'with', 'the', 'cancer', 'tests', ',', 'Type', 'I', 'errors', 'cause', 'problems', ',', 'but', 'they', 'are', 'far', 'better', 'than', 'Type', 'II', 'errors', '.')",289.0,VERB,"['errors', 'tests', 'results', 'can', 'may']",0.1883915341317403,1.0,AUX,"['can', 'may', 'will', 'might', 'error']"
232,attitude,attitude,0.0074074074074074,0.0172839506172839,3,"sian diao..dunno if gt ss test anot..haiz, nv listen to chloe png teach cos ben kip on duting me-.- mus work hard le sia, n lvl yao lai le..sumtime will miss her-.-' BUDDEN she attitude change, wan to blame oso blame me la, she rite and i definitely wrong de lor a gd and pretty ger like her will xi huan shan wo meh? chey!~",27018,0,43,"('sian', 'diao', '..', 'dunno', 'if', 'gt', 'ss', 'test', 'anot', '..', 'haiz', ',', 'nv', 'listen', 'to', 'chloe', 'png', 'teach', 'cos', 'ben', 'kip', 'on', 'duting', 'me-.-', 'mus', 'work', 'hard', 'le', 'sia', ',', 'n', 'lvl', 'yao', 'lai', 'le', '..', 'sumtime', 'will', 'miss', 'her-.-', ""'"", 'BUDDEN', 'she', 'attitude', 'change', ',', 'wan', 'to', 'blame', 'oso', 'blame', 'me', 'la', ',', 'she', 'rite', 'and', 'i', 'definitely', 'wrong', 'de', 'lor', 'a', 'gd', 'and', 'pretty', 'ger', 'like', 'her', 'will', 'xi', 'huan', 'shan', 'wo', 'meh', '?', 'chey!~')",405.0,AUX,"['will', 'did', 'can', 'does', 'is']",0.1887870731620352,1.0,AUX,"['will', 'can', 'never', 'is', 'cant']"
233,attitude,attitude,0.0074074074074074,0.0172839506172839,3,"A risky strategy, I agree, to get oneself in to the position where a 6'3' aussie built like a rugby player could take exception to ones attitude and cause an awful lot of trouble...",26229,6,29,"('A', 'risky', 'strategy', ',', 'I', 'agree', ',', 'to', 'get', 'oneself', 'in', 'to', 'the', 'position', 'where', 'a', ""6'3"", ""'"", 'aussie', 'built', 'like', 'a', 'rugby', 'player', 'could', 'take', 'exception', 'to', 'ones', 'attitude', 'and', 'cause', 'an', 'awful', 'lot', 'of', 'trouble', '...')",405.0,NOUN,"['##elfelvesself', 'feelings', 'behavior']",0.1887870731620352,1.0,VERB,"['style', 'size', 'height', 'approach', 'position']"
234,attitude,attitude,0.0074074074074074,0.0172839506172839,3,umm... sabi ba naman sakin ni sir: 'may naririnig ako... may attitude problem kadaw.. totoo bayun?' (yikes!),37451,14,15,"('umm', '...', 'sabi', 'ba', 'naman', 'sakin', 'ni', 'sir', ':', ""'"", 'may', 'naririnig', 'ako', '...', 'may', 'attitude', 'problem', 'kadaw', '..', 'totoo', 'bayun', '?', ""'"", '(', 'yikes', '!', ')')",405.0,DET,"['a', 'this', 'no', 'the', 'you']",0.1887870731620352,1.0,PROPN,"['medical', 'health', 'family', 'mga', 'may']"
235,adventure,Adventures,0.0024213075060532,0.0242130750605326,1,In this specific case I know the book Adventures in Missing the Point: How the Culture Controlled Church Neutered the Gospel was really eye opening in it's thought about Homosexuals.,13211,1,8,"('In', 'this', 'specific', 'case', 'I', 'know', 'the', 'book', 'Adventures', 'in', 'Missing', 'the', 'Point', ':', 'How', 'the', 'Culture', 'Controlled', 'Church', 'Neutered', 'the', 'Gospel', 'was', 'really', 'eye', 'opening', 'in', 'it', ""'s"", 'thought', 'about', 'Homosexuals', '.')",413.0,VERB,"['mentioned', 'title', 'published', 'included', 'referenced']",0.1889276062794866,1.0,VERB,"['mentioned', 'described', 'written', 'that', 'involved']"
236,gore,goring,0.0163934426229508,0.9754098360655736,2,"i didn't want to keep going because i needed to perform or wanted attention, hell goring myself onstage probably drew more attention than any perfomance i could have turned in, but my co-stars and director had worked so hard that it didn't seem fair for us to stop.",27586,42,17,"('i', 'did', ""n't"", 'want', 'to', 'keep', 'going', 'because', 'i', 'needed', 'to', 'perform', 'or', 'wanted', 'attention', ',', 'hell', 'goring', 'myself', 'onstage', 'probably', 'drew', 'more', 'attention', 'than', 'any', 'perfomance', 'i', 'could', 'have', 'turned', 'in', ',', 'but', 'my', 'co', '-', 'stars', 'and', 'director', 'had', 'worked', 'so', 'hard', 'that', 'it', 'did', ""n't"", 'seem', 'fair', 'for', 'us', 'to', 'stop', '.')",122.0,VERB,"[',ing', 'doing', 'putting', 'seeing']",0.1890708307297283,1.0,VERB,"['seeing', 'putting', 'being', 'standing', 'ing']"
237,gore,gored,0.0163934426229508,0.9754098360655736,2,actaully i gored my hand with a peice of wood and i kept poking pats penis iwth a lightsaber...once more...dont ask.,9415,5,2,"('actaully', 'i', 'gored', 'my', 'hand', 'with', 'a', 'peice', 'of', 'wood', 'and', 'i', 'kept', 'poking', 'pats', 'penis', 'iwth', 'a', 'lightsaber', '...', 'once', 'more', '...', 'dont', 'ask', '.')",122.0,VERB,"['covered', 'filled', 'poked', 'touched', 'tapped']",0.1890708307297283,1.0,VERB,"['filled', 'covered', 'held', 'stuck', 'used']"
238,rare,raring,0.0081967213114754,0.0163934426229508,2,"2 guys cheer, raring to collect their winnings.",35396,47,4,"('2', 'guys', 'cheer', ',', 'raring', 'to', 'collect', 'their', 'winnings', '.')",244.0,VERB,"['trying', 'eager', 'ready', 'rushing', 'running']",0.1890708307297283,1.0,VERB,"['ready', 'going', 'off', 'trying', 'go']"
239,rare,raring,0.0081967213114754,0.0163934426229508,2,"However, I must say, I had a ton of fun, even though weeknight dodgeball can be quite tiring as opposed to Saturday Mornings, in which you are rested and raring to go.",8777,8,33,"('However', ',', 'I', 'must', 'say', ',', 'I', 'had', 'a', 'ton', 'of', 'fun', ',', 'even', 'though', 'weeknight', 'dodgeball', 'can', 'be', 'quite', 'tiring', 'as', 'opposed', 'to', 'Saturday', 'Mornings', ',', 'in', 'which', 'you', 'are', 'rested', 'and', 'raring', 'to', 'go', '.')",244.0,ADJ,"['ready', 'free', 'good', 'happy', 'eager']",0.1890708307297283,1.0,ADJ,"['ready', 'good', 'excited', 'happy', 'willing']"
240,lord,lord,0.005086469989827,0.9745676500508648,5,How can I lord it over someone else?,31938,28,3,"('How', 'can', 'I', 'lord', 'it', 'over', 'someone', 'else', '?')",983.0,VERB,"['win', 'get', 'have', 'choose', 'hold']",0.18930090177553,1.0,VERB,"['get', 'win', 'do', 'make', 'take']"
241,lord,lording,0.005086469989827,0.9745676500508648,5,"When we understand that we are eternally Krsna's servants, and that we are ALL Krsna's servants, where is the question of someone being better than another, or lording it over another?",31938,26,32,"('When', 'we', 'understand', 'that', 'we', 'are', 'eternally', 'Krsna', ""'s"", 'servants', ',', 'and', 'that', 'we', 'are', 'ALL', 'Krsna', ""'s"", 'servants', ',', 'where', 'is', 'the', 'question', 'of', 'someone', 'being', 'better', 'than', 'another', ',', 'or', 'lording', 'it', 'over', 'another', '?')",983.0,VERB,"['is', 'winning', 'choosing', 'having', 'being']",0.18930090177553,1.0,VERB,"['choosing', 'having', 'doing', 'holding', 'taking']"
242,lord,lording,0.005086469989827,0.9745676500508648,5,"in fact, he did the opposite, not of females lording over men, like some bra-burning feminists, but he really broke the social norms of that time...........the reason why Jesus commended the woman with the issue of blood was her faith..........",18105,38,11,"('in', 'fact', ',', 'he', 'did', 'the', 'opposite', ',', 'not', 'of', 'females', 'lording', 'over', 'men', ',', 'like', 'some', 'bra', '-', 'burning', 'feminists', ',', 'but', 'he', 'really', 'broke', 'the', 'social', 'norms', 'of', 'that', 'time', '...........', 'the', 'reason', 'why', 'Jesus', 'commended', 'the', 'woman', 'with', 'the', 'issue', 'of', 'blood', 'was', 'her', 'faith', '..........')",983.0,VERB,"['choosing', 'standing', 'fighting', 'bending', 'winning']",0.18930090177553,1.0,VERB,"['choosing', 'preference', 'taking', 'fighting', 'triumph']"
243,lord,lording,0.005086469989827,0.9745676500508648,5,"There's a picture of me on the cover in a pinstripe grey skirt-suit with blue flares (the color of this font), clutching my show lead white-knuckled and looking afraid, with the words  'DOG SHOW!'  lording over me.",28699,2,48,"('There', ""'s"", 'a', 'picture', 'of', 'me', 'on', 'the', 'cover', 'in', 'a', 'pinstripe', 'grey', 'skirt', '-', 'suit', 'with', 'blue', 'flares', '(', 'the', 'color', 'of', 'this', 'font', ')', ',', 'clutching', 'my', 'show', 'lead', 'white', '-', 'knuckled', 'and', 'looking', 'afraid', ',', 'with', 'the', 'words', ' ', ""'"", 'DOG', 'SHOW', '!', ""'"", ' ', 'lording', 'over', 'me', '.')",983.0,VERB,"['all', 'written', 'hanging', 'painted', 'looming']",0.18930090177553,1.0,VERB,"['written', 'all', 'read', 'writing', 'hung']"
244,lord,lords,0.005086469989827,0.9745676500508648,5,"Then save me, or the passed day will shine Upon my pillow, breeding many woes,--   Save me from curious Conscience, that still lords Its strength for darkness, burrowing like a mole;    Turn the key deftly in the oiled wards, And seal the hushed Casket of my Soul.",9174,12,26,"('Then', 'save', 'me', ',', 'or', 'the', 'passed', 'day', 'will', 'shine', 'Upon', 'my', 'pillow', ',', 'breeding', 'many', 'woes,--', '  ', 'Save', 'me', 'from', 'curious', 'Conscience', ',', 'that', 'still', 'lords', 'Its', 'strength', 'for', 'darkness', ',', 'burrowing', 'like', 'a', 'mole', ';', '   ', 'Turn', 'the', 'key', 'deftly', 'in', 'the', 'oiled', 'wards', ',', 'And', 'seal', 'the', 'hushed', 'Casket', 'of', 'my', 'Soul', '.')",983.0,VERB,"['has', 'holds', 'is', 'retains', 'needs']",0.18930090177553,1.0,VERB,"['has', 'gives', 'provides', 'makes', 'pays']"
245,template,template,0.0082304526748971,0.0164609053497942,2,"Okay, I'm going to suggest official rules to template changes, and other things.",28036,0,10,"('Okay', ',', 'I', ""'m"", 'going', 'to', 'suggest', 'official', 'rules', 'to', 'template', 'changes', ',', 'and', 'other', 'things', '.')",243.0,PART,"['make', 'prevent', 'rule', 'these', 'govern']",0.18970077525645,1.0,PART,"['make', 'allow', 'do', 'handle', 'implement']"
246,template,templates,0.0082304526748971,0.0164609053497942,2,"apparently i can't have it switched on,..booo company's letters and templates semua ,..isk isk isk,..",14087,2,14,"('apparently', 'i', 'ca', ""n't"", 'have', 'it', 'switched', 'on,', '..', 'booo', 'company', ""'s"", 'letters', 'and', 'templates', 'semua', ',', '..', 'isk', 'isk', 'isk', ',', '..')",243.0,CCONJ,"['the', 'letters', 'numbers.', 'a']",0.18970077525645,1.0,CCONJ,"['mail', 'the', 'such', 'paper', 'so']"
247,chest,chest,0.0038022813688212,0.0228136882129277,1,"Chin up, chest out, faking a cheerful holiday smile.",4224,14,3,"('Chin', 'up', ',', 'chest', 'out', ',', 'faking', 'a', 'cheerful', 'holiday', 'smile', '.')",263.0,VERB,"['chin', 'hands', 'arms', 'hand', 'eyes']",0.1928742174127322,1.0,VERB,"['chill', 'hang', 'reach', 'look', 'pull']"
248,als,als,0.0298507462686567,0.9701492537313432,2,"Das ist naemlich so dass Faramirs Vater den Ring fuer Gondor will und Boromir, seinen Erstgeborenen- und Lieblingssohn geschickt hat um den Ring von Frodo zu nehmen, Boromir ist nun aber ja gescheitert und Faramir, der seinen Vater liebt, er ihn aber nicht, will seinem Dad zeigen, dass er NICHT das schwarze Schaf der Familie ist und will einmal in seinem Leben besser als Boromir sein und dem Koenig von Gndor den Ring geben...",23353,12,69,"('Das', 'ist', 'naemlich', 'so', 'dass', 'Faramirs', 'Vater', 'den', 'Ring', 'fuer', 'Gondor', 'will', 'und', 'Boromir', ',', 'seinen', 'Erstgeborenen-', 'und', 'Lieblingssohn', 'geschickt', 'hat', 'um', 'den', 'Ring', 'von', 'Frodo', 'zu', 'nehmen', ',', 'Boromir', 'ist', 'nun', 'aber', 'ja', 'gescheitert', 'und', 'Faramir', ',', 'der', 'seinen', 'Vater', 'liebt', ',', 'er', 'ihn', 'aber', 'nicht', ',', 'will', 'seinem', 'Dad', 'zeigen', ',', 'dass', 'er', 'NICHT', 'das', 'schwarze', 'Schaf', 'der', 'Familie', 'ist', 'und', 'will', 'einmal', 'in', 'seinem', 'Leben', 'besser', 'als', 'Boromir', 'sein', 'und', 'dem', 'Koenig', 'von', 'Gndor', 'den', 'Ring', 'geben', '...')",67.0,PUNCT,"[',', 'vonse', 'den']",0.1936428046838986,1.0,PROPN,"['als', 'wie', 'denn', 'an', 'von']"
249,als,als,0.0298507462686567,0.9701492537313432,2,"Ich glaube ich werde fuer Jon als President, Lauren als Stellvertreter, Nick als Secretary und Delaney als Rep. voten...",23301,9,10,"('Ich', 'glaube', 'ich', 'werde', 'fuer', 'Jon', 'als', 'President', ',', 'Lauren', 'als', 'Stellvertreter', ',', 'Nick', 'als', 'Secretary', 'und', 'Delaney', 'als', 'Rep.', 'voten', '...')",67.0,PROPN,"['##sz', 'und,', 'von']",0.1936428046838986,1.0,VERB,"['als', 'zum', 'als', 'Als', 'am']"
250,movie,MOVIE,0.0007371913011426,0.0276446737928492,4,MOVIE MAKE-OVERS: CAN THEY RESULT IN TRUE LOVE?,15599,0,0,"('MOVIE', 'MAKE', '-', 'OVERS', ':', 'CAN', 'THEY', 'RESULT', 'IN', 'TRUE', 'LOVE', '?')",5426.0,DET,"['THE', 'I', 'A', 'YOU', 'AND']",0.1936877053161922,1.0,VERB,"['LOVE', 'THE', 'HOME', '</s>', 'REAL']"
251,movie,Movie,0.0007371913011426,0.0276446737928492,4,Movie: The Lord of the Rings: The Return of the King Show: The Fairly Oddparents Actor: Cate Blanchett Band: The White Stripes Album: The White Stripes-Elephant Song: Seven Nation Army by The White Stripes Past Time: Driving on the roughest roads possible!,39634,2,0,"('Movie', ':', 'The', 'Lord', 'of', 'the', 'Rings', ':', 'The', 'Return', 'of', 'the', 'King', 'Show', ':', 'The', 'Fairly', 'Oddparents', 'Actor', ':', 'Cate', 'Blanchett', 'Band', ':', 'The', 'White', 'Stripes', 'Album', ':', 'The', 'White', 'Stripes', '-', 'Elephant', 'Song', ':', 'Seven', 'Nation', 'Army', 'by', 'The', 'White', 'Stripes', 'Past', 'Time', ':', 'Driving', 'on', 'the', 'roughest', 'roads', 'possible', '!')",5426.0,NOUN,"['Film', 'Films', 'Television', 'Cast', 'Movie']",0.1936877053161922,1.0,NOUN,"['Actor', 'Movies', 'Movie', 'Film', 'Album']"
252,movie,movies,0.0007371913011426,0.0276446737928492,4,(Note to the Hollywood execs: We absolutely fucking loathe chick movies about feelings and relationships and all that feminine jive.,5631,112,12,"('(', 'Note', 'to', 'the', 'Hollywood', 'execs', ':', 'We', 'absolutely', 'fucking', 'loathe', 'chick', 'movies', 'about', 'feelings', 'and', 'relationships', 'and', 'all', 'that', 'feminine', 'jive', '.')",5426.0,VERB,"['##s', 'talk', 'talking', 'thinking', 'shows']",0.1936877053161922,1.0,VERB,"['stories', 'talk', 'talking', 'tales', 'writing']"
253,movie,movies,0.0007371913011426,0.0276446737928492,4,I've officially seen all the spider man movies more than two times each.,4028,0,8,"('I', ""'ve"", 'officially', 'seen', 'all', 'the', 'spider', 'man', 'movies', 'more', 'than', 'two', 'times', 'each', '.')",5426.0,NOUN,"['##aclesesia', 'thingstis']",0.1936877053161922,1.0,NOUN,"['movies', 'shows', 'films', 'characters', 'types']"
254,scheme,scheming,0.029940119760479,0.0,5,Naomi got tired and wanted to go to bed so I left and called back Fifer who had called me earlier and they informed me that they were scheming so I had to go join them.,21094,21,28,"('Naomi', 'got', 'tired', 'and', 'wanted', 'to', 'go', 'to', 'bed', 'so', 'I', 'left', 'and', 'called', 'back', 'Fifer', 'who', 'had', 'called', 'me', 'earlier', 'and', 'they', 'informed', 'me', 'that', 'they', 'were', 'scheming', 'so', 'I', 'had', 'to', 'go', 'join', 'them', '.')",167.0,ADV,"['coming', 'leaving', 'here', 'there', 'home']",0.194091472463597,1.0,VERB,"['leaving', 'going', 'working', 'tired', 'out']"
255,scheme,scheming,0.029940119760479,0.0,5,The whisper of history in the making Foundations shaking Revolutionaries dreaming once again Mystery is scheming in whispers Conspiracy is breathing...,38351,31,15,"('The', 'whisper', 'of', 'history', 'in', 'the', 'making', 'Foundations', 'shaking', 'Revolutionaries', 'dreaming', 'once', 'again', 'Mystery', 'is', 'scheming', 'in', 'whispers', 'Conspiracy', 'is', 'breathing', '...')",167.0,VERB,"['living', 'spoken', 'written', 'breathing', 'alive']",0.194091472463597,1.0,VERB,"['speaking', 'told', 'living', 'growing', 'hidden']"
